2020-06-10 10:18:54.201 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░█████╗░░██╔██╗██║╚█████╗░██║░░██║██████╔╝
2020-06-10 10:18:54.262 | DEBUG    | __main__:<module>:1 - ██╔══██╗██║░░░██║░░░░░░██║░░░██╔══╝░░██║╚████║░╚═══██╗██║░░██║██╔══██╗
2020-06-10 10:18:54.328 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░███████╗██║░╚███║██████╔╝╚█████╔╝██║░░██║
2020-06-10 10:18:54.389 | DEBUG    | __main__:<module>:1 - ╚═════╝░╚═╝░░░╚═╝░░░░░░╚═╝░░░╚══════╝╚═╝░░╚══╝╚═════╝░░╚════╝░╚═╝░░╚═╝
2020-06-10 10:18:54.450 | DEBUG    | __main__:<module>:1 - identity: rvmibul
2020-06-10 10:18:54.513 | DEBUG    | __main__:<module>:1 - remote: false
2020-06-10 10:18:54.573 | DEBUG    | __main__:<module>:1 - eosurl: http://172.17.0.1:8888
2020-06-10 10:18:54.636 | DEBUG    | __main__:<module>:1 - port: 8179
2020-06-10 10:18:54.696 | DEBUG    | __main__:<module>:1 - server_address: 172.17.0.1
2020-06-10 10:18:54.756 | DEBUG    | __main__:<module>:1 - bind_address: 0.0.0.0
2020-06-10 10:18:54.815 | DEBUG    | __main__:<module>:1 - logdir: data/rvmibul/logs
2020-06-10 10:18:54.876 | DEBUG    | __main__:<module>:1 - neuron: template
2020-06-10 10:18:54.936 | DEBUG    | __main__:<module>:1 - upnpc: false
2020-06-10 10:18:54.995 | DEBUG    | __main__:<module>:1 - Log to: data/$
2020-06-10 10:18:55.057 | DEBUG    | __main__:<module>:1 - === run locally. ===
2020-06-10 10:18:55.118 | DEBUG    | __main__:<module>:1 - === building bittensor image. ===
2020-06-10 10:18:59.768 | DEBUG    | __main__:<module>:1 - Run command: ./scripts/bittensor.sh rvmibul 172.17.0.1 0.0.0.0 8179 http://172.17.0.1:8888 data/rvmibul/logs template
2020-06-10 10:18:59.826 | DEBUG    | __main__:<module>:1 - === run the docker container locally ===
2020-06-10 10:18:59.886 | DEBUG    | __main__:<module>:1 - === container image: template:latest ===
2020-06-10 10:18:59.975 | DEBUG    | __main__:<module>:1 - === stop bittensor_container ===
2020-06-10 10:19:00.062 | DEBUG    | __main__:<module>:1 - === stop bittensor_container ===
2020-06-10 10:19:51.208 | DEBUG    | __main__:<module>:1 - ██████╗░██╗████████╗████████╗███████╗███╗░░██╗░██████╗░█████╗░██████╗░
2020-06-10 10:19:51.267 | DEBUG    | __main__:<module>:1 - ██╔══██╗██║╚══██╔══╝╚══██╔══╝██╔════╝████╗░██║██╔════╝██╔══██╗██╔══██╗
2020-06-10 10:19:51.328 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░█████╗░░██╔██╗██║╚█████╗░██║░░██║██████╔╝
2020-06-10 10:19:51.389 | DEBUG    | __main__:<module>:1 - ██╔══██╗██║░░░██║░░░░░░██║░░░██╔══╝░░██║╚████║░╚═══██╗██║░░██║██╔══██╗
2020-06-10 10:19:51.452 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░███████╗██║░╚███║██████╔╝╚█████╔╝██║░░██║
2020-06-10 10:19:51.515 | DEBUG    | __main__:<module>:1 - ╚═════╝░╚═╝░░░╚═╝░░░░░░╚═╝░░░╚══════╝╚═╝░░╚══╝╚═════╝░░╚════╝░╚═╝░░╚═╝
2020-06-10 10:19:51.575 | DEBUG    | __main__:<module>:1 - identity: etflusq
2020-06-10 10:19:51.636 | DEBUG    | __main__:<module>:1 - remote: false
2020-06-10 10:19:51.699 | DEBUG    | __main__:<module>:1 - eosurl: http://172.17.0.1:8888
2020-06-10 10:19:51.759 | DEBUG    | __main__:<module>:1 - port: 14465
2020-06-10 10:19:51.819 | DEBUG    | __main__:<module>:1 - server_address: 172.17.0.1
2020-06-10 10:19:51.878 | DEBUG    | __main__:<module>:1 - bind_address: 0.0.0.0
2020-06-10 10:19:51.941 | DEBUG    | __main__:<module>:1 - logdir: data/etflusq/logs
2020-06-10 10:19:52.002 | DEBUG    | __main__:<module>:1 - neuron: template
2020-06-10 10:19:52.062 | DEBUG    | __main__:<module>:1 - upnpc: false
2020-06-10 10:19:52.123 | DEBUG    | __main__:<module>:1 - Log to: data/
2020-06-10 10:19:52.185 | DEBUG    | __main__:<module>:1 - === run locally. ===
2020-06-10 10:19:52.246 | DEBUG    | __main__:<module>:1 - === building bittensor image. ===
2020-06-10 10:20:30.361 | DEBUG    | __main__:<module>:1 - ██████╗░██╗████████╗████████╗███████╗███╗░░██╗░██████╗░█████╗░██████╗░
2020-06-10 10:20:30.422 | DEBUG    | __main__:<module>:1 - ██╔══██╗██║╚══██╔══╝╚══██╔══╝██╔════╝████╗░██║██╔════╝██╔══██╗██╔══██╗
2020-06-10 10:20:30.483 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░█████╗░░██╔██╗██║╚█████╗░██║░░██║██████╔╝
2020-06-10 10:20:30.541 | DEBUG    | __main__:<module>:1 - ██╔══██╗██║░░░██║░░░░░░██║░░░██╔══╝░░██║╚████║░╚═══██╗██║░░██║██╔══██╗
2020-06-10 10:20:30.599 | DEBUG    | __main__:<module>:1 - ██████╦╝██║░░░██║░░░░░░██║░░░███████╗██║░╚███║██████╔╝╚█████╔╝██║░░██║
2020-06-10 10:20:30.661 | DEBUG    | __main__:<module>:1 - ╚═════╝░╚═╝░░░╚═╝░░░░░░╚═╝░░░╚══════╝╚═╝░░╚══╝╚═════╝░░╚════╝░╚═╝░░╚═╝
2020-06-10 10:20:30.723 | DEBUG    | __main__:<module>:1 - identity: yfkqyhp
2020-06-10 10:20:30.781 | DEBUG    | __main__:<module>:1 - remote: false
2020-06-10 10:20:30.839 | DEBUG    | __main__:<module>:1 - eosurl: http://172.17.0.1:8888
2020-06-10 10:20:30.903 | DEBUG    | __main__:<module>:1 - port: 17301
2020-06-10 10:20:30.961 | DEBUG    | __main__:<module>:1 - server_address: 172.17.0.1
2020-06-10 10:20:31.025 | DEBUG    | __main__:<module>:1 - bind_address: 0.0.0.0
2020-06-10 10:20:31.082 | DEBUG    | __main__:<module>:1 - logdir: data/yfkqyhp/logs
2020-06-10 10:20:31.143 | DEBUG    | __main__:<module>:1 - neuron: template
2020-06-10 10:20:31.206 | DEBUG    | __main__:<module>:1 - upnpc: false
2020-06-10 10:20:31.269 | DEBUG    | __main__:<module>:1 - Log to: data/yfkqyhp
2020-06-10 10:20:31.328 | DEBUG    | __main__:<module>:1 - === run locally. ===
2020-06-10 10:20:31.388 | DEBUG    | __main__:<module>:1 - === building bittensor image. ===
2020-06-10 10:20:41.966 | DEBUG    | __main__:<module>:1 - Run command: ./scripts/bittensor.sh yfkqyhp 172.17.0.1 0.0.0.0 17301 http://172.17.0.1:8888 data/yfkqyhp/logs template
2020-06-10 10:20:42.028 | DEBUG    | __main__:<module>:1 - === run the docker container locally ===
2020-06-10 10:20:42.084 | DEBUG    | __main__:<module>:1 - === container image: template:latest ===
2020-06-10 10:20:47.801 | DEBUG    | __main__:<module>:1 - === follow logs ===
2020-06-10 10:21:02.894 | DEBUG    | __main__:<module>:1 - === stop bittensor_container ===
2020-06-10 10:21:03.107 | DEBUG    | __main__:<module>:1 - === stop bittensor_container ===
